Product 1,Feb,Armenia,Kunduz Province,Dasht-e Archī,19660.595347520964
Product 1,Feb,Armenia,Kunduz Province,Imām Şāḩib,25885.291352629676
Product 1,Feb,Armenia,Laghman,Khanabad,43919.42350180172
Product 1,Feb,Armenia,Laghman,Kunduz,32658.23424839244
Product 1,Feb,Armenia,Laghman,Qarāwul,44218.531820721066
Product 1,Feb,Aruba,Logar,Mehtar Lām,15440.673442180168
Product 1,Feb,Aruba,Logar,Ḩukūmatī Azrah,48273.16377684295
Product 1,Feb,Aruba,Logar,Baraki Barak,15409.306296220348
Product 1,Feb,Aruba,Nangarhar,Pul-e ‘Alam,41563.121483910916
Product 1,Feb,Aruba,Nangarhar,Bāsawul,27622.588912130414
Product 1,Feb,Australia,Nangarhar,Jalālābād,13323.409178252907
Product 1,Feb,Australia,Nimruz,Markaz-e Woluswalī-ye Āchīn,32376.0647029893
Product 1,Feb,Australia,Nimruz,Khāsh,20191.920787109157
Product 1,Feb,Australia,Nimruz,Mīrābād,41611.93561864398
Product 1,Feb,Australia,Nuristan,Rūdbār,29049.301399762513
Product 1,Feb,Austria,Nuristan,Zaranj,37671.47069239165
Product 1,Feb,Austria,Nuristan,Pārūn,27496.64387619866
Product 1,Feb,Austria,Paktia,Gardez,38295.87896256915
Product 1,Feb,Austria,Paktia,Saṟōbī,10367.00612389425
Product 1,Feb,Austria,Paktia,Zaṟah Sharan,14967.92887688204
Product 1,Feb,Azerbaijan,Paktika,Zarghūn Shahr,45967.16034168745
Product 1,Mar,Azerbaijan,Paktika,Bāzārak,38667.887667121846
Product 1,Mar,Azerbaijan,Paktika,Charikar,15999.44026875911
Product 1,Mar,Azerbaijan,Panjshir,Jabal os Saraj,33693.65287281948
Product 1,Mar,Azerbaijan,Panjshir,Aībak,43565.22042691713
Product 1,Mar,Bahamas The,Panjshir,Chīras,21661.939836968755
Product 1,Mar,Bahamas The,Parwan,Larkird,31721.38199176464
Product 1,Mar,Bahamas The,Parwan,Qal‘ah-ye Shahr,18663.72631083688
Product 1,Mar,Bahamas The,Parwan,Sang-e Chārak,26478.137877677764
Product 1,Mar,Bahamas The,Samangan,Sar-e Pul,41570.21385951994
Product 1,Mar,Bahrain,Samangan,Tagāw-Bāy,28778.998709798794
Product 1,Mar,Bahrain,Samangan,Tukzār,38526.3731175417
Product 1,Mar,Bahrain,Sar-e Pol,Ārt Khwājah,45949.77102783617
Product 1,Mar,Bahrain,Sar-e Pol,Taloqan,48796.66702922404
Product 1,Mar,Bahrain,Sar-e Pol,Tarinkot,38966.46815307318
Product 1,Mar,Bangladesh,Takhar,Uruzgān,34127.899922066135
Product 1,Mar,Bangladesh,Takhar,Qalāt,38400.66598134653
Product 1,Mar,Bangladesh,Takhar,Çorovodë,19495.96942302386
Product 1,Mar,Bangladesh,Urozgan,Banaj,17596.186839406924
Product 1,Mar,Bangladesh,Urozgan,Bashkia Berat,33802.656384232585
Product 1,Mar,Barbados,Urozgan,Bashkia Kuçovë,21559.19490951186
Product 1,Mar,Barbados,Zabul,Bashkia Poliçan,23674.501862886333
Product 1,Mar,Barbados,Zabul,Bashkia Skrapar,37111.34843592974
Product 1,Mar,Barbados,Zabul,Berat,37099.930146841434
Product 1,Mar,Barbados,Berat County,Kuçovë,37985.232674037514
Product 1,Mar,Belarus,Berat County,Poliçan,45179.25187491746
Product 1,Mar,Belarus,Berat County,Rrethi i Beratit,35546.59021258656
Product 1,Mar,Belarus,Berat District,Rrethi i Kuçovës,16010.567444304495
Product 1,Mar,Belarus,Berat District,Rrethi i Skraparit,43304.40734316187
Product 1,Mar,Belarus,Berat District,Ura Vajgurore,25580.106823664035
Product 1,Mar,Belgium,Bulqizë District,Bashkia Bulqizë,26451.5106951969
Product 1,Mar,Belgium,Bulqizë District,Bashkia Klos,25277.001235953743
Product 1,Mar,Belgium,Bulqizë District,Bashkia Mat,42064.74954838373
Product 1,Mar,Belgium,Delvinë District,Bulqizë,13835.000825336641
Product 1,Mar,Belgium,Delvinë District,Burrel,46719.71037437968
Product 1,Mar,Belize,Delvinë District,Klos,16873.077125142856
Product 1,Mar,Belize,Devoll District,Peshkopi,14174.240701625455
Product 1,Mar,Belize,Devoll District,Rrethi i Bulqizës,10767.10139718391
Product 1,Mar,Belize,Devoll District,Rrethi i Dibrës,31265.94729966594
Product 1,Apr,Belize,Dibër County,Rrethi i Matit,42211.57204667652
Product 1,Apr,Benin,Dibër County,Ulëz,11271.859304123853
Product 1,Apr,Benin,Dibër County,Bashkia Durrës,48687.440064330796
Product 1,Apr,Benin,Dibër District,Bashkia Krujë,35333.803579447194
Product 1,Apr,Benin,Dibër District,Bashkia Shijak,44136.376712731595
Product 1,Apr,Benin,Dibër District,Durrës,37244.5361302415
Product 1,Apr,Bermuda,Durrës County,Durrës District,40986.33737528284
Product 1,Apr,Bermuda,Durrës County,Fushë-Krujë,38369.819496812706
Product 1,Apr,Bermuda,Durrës County,Krujë,35511.85828320121
Product 1,Apr,Bermuda,Durrës District,Rrethi i Krujës,21902.74889893514
Product 1,Apr,Bermuda,Durrës District,Shijak,14322.5303936579
Product 1,Apr,Bhutan,Durrës District,Sukth,16289.86515184346
Product 1,Apr,Bhutan,Elbasan County,Ballsh,39915.47920111505
Product 1,Apr,Bhutan,Elbasan County,Bashkia Divjakë,18939.13220718872
Product 1,Apr,Bhutan,Elbasan County,Bashkia Fier,20247.649077128714
Product 1,Apr,Bhutan,Fier County,Bashkia Mallakastër,37508.39872222484
Product 1,Apr,Bolivia,Fier County,Bashkia Patos,28410.38224069953
Product 1,Apr,Bolivia,Fier County,Divjakë,46881.54782758106
Product 1,Apr,Bolivia,Fier District,Fier,22617.18171274012
Product 1,Apr,Bolivia,Fier District,Fier-Çifçi,44296.27014911664
Product 1,Apr,Bolivia,Fier District,Lushnjë,18794.614906555253
Product 1,Apr,Bosnia and Herzegovina,Gjirokastër County,Patos,46118.19044506171
Product 1,Apr,Bosnia and Herzegovina,Gjirokastër County,Patos Fshat,32211.722833032352
Product 1,Apr,Bosnia and Herzegovina,Gjirokastër County,Roskovec,37344.14565982667
Product 1,Apr,Bosnia and Herzegovina,Gjirokastër District,Rrethi i Mallakastrës,28418.741428780115
Product 1,Apr,Bosnia and Herzegovina,Gjirokastër District,Bashkia Dropull,18062.626997766325
Product 1,Apr,Botswana,Gjirokastër District,Bashkia Kelcyrë,17426.53575729884
Product 1,Apr,Botswana,Gramsh District,Bashkia Libohovë,10335.898315801018
Product 1,Apr,Botswana,Gramsh District,Bashkia Memaliaj,12972.019995457851
Product 1,Apr,Botswana,Gramsh District,Bashkia Përmet,35974.637651487625
Product 1,Apr,Botswana,Has District,Bashkia Tepelenë,30722.397839736066
Product 1,Apr,Bouvet Island,Has District,Gjinkar,17694.48128172808
Product 1,Apr,Bouvet Island,Has District,Gjirokastër,47463.213209391564
Product 1,Apr,Bouvet Island,Kavajë District,Këlcyrë,37131.361588494154
Product 1,Apr,Bouvet Island,Kavajë District,Lazarat,19433.863036866947
Product 1,Apr,Bouvet Island,Kavajë District,Libohovë,43678.537398442924
Product 1,Apr,Brazil,Kolonjë District,Memaliaj,33412.46611697274
Product 1,Apr,Brazil,Kolonjë District,Përmet,28268.6197247242
Product 1,May,Brazil,Kolonjë District,Tepelenë,21665.747395939572
Product 1,May,Brazil,Korçë County,Bashkia Devoll,18844.48719218735
Product 1,May,Brazil,Korçë County,Bashkia Kolonjë,26550.50970307122
Product 1,May,British Indian Ocean Territory,Korçë County,Bashkia Maliq,19812.622191586124
Product 1,May,British Indian Ocean Territory,Korçë District,Bashkia Pustec,16269.729496415923
Product 1,May,British Indian Ocean Territory,Korçë District,Bilisht,28733.446739830066
Product 1,May,British Indian Ocean Territory,Korçë District,Ersekë,16291.003766611131
Product 1,May,British Indian Ocean Territory,Krujë District,Korçë,39072.99077645663
Product 1,May,Brunei,Krujë District,Leskovik,17376.410551364555
Product 1,May,Brunei,Krujë District,Libonik,34488.752883167166
Product 1,May,Brunei,Kuçovë District,Maliq,21809.746622648207
Product 1,May,Brunei,Kuçovë District,Mborje,19408.27152785607
Product 1,May,Brunei,Kuçovë District,Pogradec,18174.506491032156
Product 1,May,Bulgaria,Kukës County,Rrethi i Devollit,36229.189378163355
Product 1,May,Bulgaria,Kukës County,Rrethi i Kolonjës,46662.29873231031
Product 1,May,Bulgaria,Kukës County,Velçan,43782.07432449744
Product 1,May,Bulgaria,Kukës District,Voskopojë,27082.26922289355
Product 1,May,Bulgaria,Kukës District,Bajram Curri,33034.29566925313
Product 1,May,Burkina Faso,Kukës District,Krumë,42558.757994233136
Product 1,May,Burkina Faso,Kurbin District,Kukës,36267.89668318354
Product 1,May,Burkina Faso,Kurbin District,Rrethi i Hasit,42902.026021834994
Product 1,May,Burkina Faso,Kurbin District,Rrethi i Kukësit,11120.312784997619
Product 1,May,Burkina Faso,Lezhë County,Bashkia Kurbin,24824.41793633878
Product 1,May,Burundi,Lezhë County,Bashkia Lezhë,18579.9688341012
Product 1,May,Burundi,Lezhë County,Bashkia Mirditë,16532.927527911605
Product 1,May,Burundi,Lezhë District,Kurbnesh,15692.953850552403
Product 1,May,Burundi,Lezhë District,Laç,17228.912258216733
Product 1,May,Burundi,Lezhë District,Lezhë,22981.628594193087
Product 1,May,Cambodia,Librazhd District,Mamurras,30068.541640175965
Product 1,May,Cambodia,Librazhd District,Milot,43790.95706002688
Product 1,May,Cambodia,Librazhd District,Rrëshen,39337.260253748216
Product 1,May,Cambodia,Lushnjë District,Rrethi i Kurbinit,44590.14902481505
Product 1,May,Cambodia,Lushnjë District,Rubik,15500.464485272669
Product 1,May,Cameroon,Lushnjë District,Shëngjin,10949.434104694707
Product 1,May,Cameroon,Malësi e Madhe District,Bashkia Malësi e Madhe,48851.74854220305
Product 1,May,Cameroon,Malësi e Madhe District,Bashkia Pukë,34368.06247972361
Product 1,May,Cameroon,Malësi e Madhe District,Bashkia Vau i Dejës,17350.4330837826
Product 1,May,Cameroon,Mallakastër District,Fushë-Arrëz,42411.430397076816
Product 2,Jun,Canada,Mallakastër District,Koplik,44578.05570625534
Product 2,Jun,Canada,Mallakastër District,Pukë,22629.419570091737
Product 2,Jun,Canada,Mat District,Rrethi i Malësia e Madhe,21122.654884567724
Product 2,Jun,Canada,Mat District,Rrethi i Shkodrës,44467.76702081319
Product 2,Jun,Canada,Mat District,Shkodër,24751.528403644916
Product 2,Jun,Cape Verde,Mirditë District,Vau i Dejës,38004.6800031508
Product 2,Jun,Cape Verde,Mirditë District,Vukatanë,14999.424486355438
Product 2,Jun,Cape Verde,Mirditë District,Bashkia Kavajë,34579.60627712864
Product 2,Jun,Cape Verde,Përmet District,Bashkia Vorë,46068.66280258171
Product 2,Jun,Cape Verde,Përmet District,Kamëz,19263.191528821713
Product 2,Jun,Cayman Islands,Përmet District,Kavajë,47159.21205906908
Product 2,Jun,Cayman Islands,Peqin District,Krrabë,29723.035279548443
Product 2,Jun,Cayman Islands,Peqin District,Rrethi i Kavajës,26610.121105214927
Product 2,Jun,Cayman Islands,Peqin District,Rrethi i Tiranës,40820.29926634215
Product 2,Jun,Cayman Islands,Pogradec District,Rrogozhinë,23449.469052387216
Product 2,Jun,Central African Republic,Pogradec District,Sinaballaj,35048.68663173665
Product 2,Jun,Central African Republic,Pogradec District,Tirana,26676.054656786742
Product 2,Jun,Central African Republic,Pukë District,Vorë,47470.42610330461
Product 2,Jun,Central African Republic,Pukë District,Bashkia Finiq,42399.12318207891
Product 2,Jun,Central African Republic,Pukë District,Bashkia Himarë,15799.268548839169
Product 2,Jun,Chad,Sarandë District,Bashkia Konispol,39862.49139075245
Product 2,Jun,Chad,Sarandë District,Bashkia Selenicë,25416.840438623687
Product 2,Jun,Chad,Sarandë District,Bashkia Vlorë,42990.11504566037
Product 2,Jun,Chad,Shkodër County,Delvinë,45279.62406772116
Product 2,Jun,Chad,Shkodër County,Himarë,49928.3507137616
Product 2,Jun,Chile,Shkodër County,Konispol,23152.57933808103
Product 2,Jun,Chile,Shkodër District,Ksamil,32204.37176040969
Product 2,Jun,Chile,Shkodër District,Orikum,31702.09310826939
Product 2,Jun,Chile,Shkodër District,Rrethi i Delvinës,19766.701424829494
Product 2,Jun,Chile,Skrapar District,Sarandë,24960.96536320805
Product 2,Jun,China,Skrapar District,Selenicë,22551.101788809247
Product 2,Jun,China,Skrapar District,Vlorë,17725.61445145187
Product 2,Jun,China,Tepelenë District,Aïn Defla,30561.251142071033
Product 2,Jun,China,Tepelenë District,El Abadia,16880.360423199887
Product 2,Jun,China,Tepelenë District,El Attaf,25993.918151866335
Product 2,Jun,Christmas Island,Tirana County,Khemis Miliana,26808.111868910008
Product 2,Jun,Christmas Island,Tirana County,Theniet el Had,17776.415759556992
Product 2,Jun,Christmas Island,Tirana County,Aïn Temouchent,38747.59626231076
Product 2,Jul,Christmas Island,Tirana District,Beni Saf,40483.375778606365
Product 2,Jul,Christmas Island,Tirana District,El Amria,37134.51333373658
Product 2,Jul,Cocos (Keeling) Islands,Tirana District,El Malah,36962.76537963201
Product 2,Jul,Cocos (Keeling) Islands,Tropojë District,Hammam Bou Hadjar,37961.619752076884
Product 2,Jul,Cocos (Keeling) Islands,Tropojë District,Adrar,10335.20215516841
Product 2,Jul,Cocos (Keeling) Islands,Tropojë District,Aoulef,33255.9573163084
Product 2,Jul,Cocos (Keeling) Islands,Vlorë County,Reggane,48339.69890446344
Product 2,Jul,Colombia,Vlorë County,Timimoun,13547.318995600035
Product 2,Jul,Colombia,Vlorë County,Aïn Taya,35943.005158190135
Product 2,Jul,Colombia,Vlorë District,Algiers,43935.054208884445
Product 2,Jul,Colombia,Vlorë District,Bab Ezzouar,34342.09533340884
Product 2,Jul,Colombia,Vlorë District,Birkhadem,45268.874847946536
Product 2,Jul,Comoros,Aïn Defla Province,Bordj el Kiffan,46030.08086886715
Product 2,Jul,Comoros,Aïn Defla Province,Dar el Beïda,34162.95844295825
Product 2,Jul,Comoros,Aïn Defla Province,Rouiba,26472.152141373703
Product 2,Jul,Comoros,Aïn Témouchent Province,Annaba,26632.412475915742
Product 2,Jul,Comoros,Aïn Témouchent Province,Berrahal,35076.43050046971
Product 2,Jul,Congo,Aïn Témouchent Province,Drean,11965.590311997856
Product 2,Jul,Congo,Adrar Province,El Hadjar,38160.804369138845
Product 2,Jul,Congo,Adrar Province,Aïn Touta,25333.689315604097
Product 2,Jul,Congo,Adrar Province,Arris,10483.37942410786
Product 2,Jul,Congo,Algiers Province,Barika,46471.59158807811
Product 2,Jul,Congo The Democratic Republic Of The,Algiers Province,Batna,37361.85643333866
Product 2,Jul,Congo The Democratic Republic Of The,Algiers Province,Boumagueur,12791.021087664358
Product 2,Jul,Congo The Democratic Republic Of The,Annaba Province,Merouana,18763.36055742825
Product 2,Jul,Congo The Democratic Republic Of The,Annaba Province,Râs el Aïoun,18984.12445309935
Product 2,Jul,Congo The Democratic Republic Of The,Annaba Province,Tazoult-Lambese,17839.461865794943
Product 2,Jul,Cook Islands,Batna Province,Béchar,49861.55554438294
Product 2,Jul,Cook Islands,Batna Province,Akbou,10454.024209571404
Product 2,Jul,Cook Islands,Batna Province,Amizour,25108.149570675025
Product 2,Jul,Cook Islands,Béchar Province,Barbacha,25997.796148501795
Product 2,Jul,Cook Islands,Béchar Province,Bejaïa,49650.66412740351
Product 2,Jul,Costa Rica,Béchar Province,el hed,33725.108584223504
Product 2,Jul,Costa Rica,Béjaïa Province,El Kseur,11687.34223090424
Product 2,Jul,Costa Rica,Béjaïa Province,Feraoun,15903.998299128598
Product 2,Jul,Costa Rica,Béjaïa Province,Seddouk,35392.66298910742
Product 2,Jul,Costa Rica,Biskra,Biskra,47740.057868714204
Product 2,Jul,Cote D'Ivoire (Ivory Coast),Biskra,Oumache,46708.08140415285
Product 2,Aug,Cote D'Ivoire (Ivory Coast),Biskra,Sidi Khaled,37173.155279823244
Product 2,Aug,Cote D'Ivoire (Ivory Coast),Blida Province,Sidi Okba,28647.316153234686
Product 2,Aug,Cote D'Ivoire (Ivory Coast),Blida Province,Tolga,14008.86193730992
Product 2,Aug,Cote D'Ivoire (Ivory Coast),Blida Province,Zeribet el Oued,11492.589249944984
Product 2,Aug,Croatia (Hrvatska),Bordj Bou Arréridj Province,Beni Mered,12515.091296028995
Product 2,Aug,Croatia (Hrvatska),Bordj Bou Arréridj Province,Blida,34096.601283521915
Product 2,Aug,Croatia (Hrvatska),Bordj Bou Arréridj Province,Boû Arfa,23371.64132511009
Product 2,Aug,Croatia (Hrvatska),Bouïra Province,Boufarik,23397.68694283042
Product 2,Aug,Croatia (Hrvatska),Bouïra Province,Bougara,45309.85302180953
Product 2,Aug,Cuba,Bouïra Province,Bouinan,11139.423818914453
Product 2,Aug,Cuba,Boumerdès Province,Chebli,33267.94891568106
Product 2,Aug,Cuba,Boumerdès Province,Chiffa,24928.293542209303
Product 2,Aug,Cuba,Boumerdès Province,Larbaâ,24370.03817841986
Product 2,Aug,Cuba,Chlef Province,Meftah,40222.03816983606
Product 2,Aug,Cyprus,Chlef Province,Sidi Moussa,32504.488736071693
Product 2,Aug,Cyprus,Chlef Province,Souma,20028.93190591525
Product 2,Aug,Cyprus,Constantine Province,Bordj Bou Arreridj,17287.094732655958
Product 2,Aug,Cyprus,Constantine Province,Bordj Ghdir,40482.31993541859
Product 2,Aug,Cyprus,Constantine Province,Bordj Zemoura,20768.271896218102
Product 2,Aug,Czech Republic,Djelfa Province,El Achir,18540.565064155184
Product 2,Aug,Czech Republic,Djelfa Province,Mansourah,29362.923966212325
Product 2,Aug,Czech Republic,Djelfa Province,Melouza,32269.76051666511
Product 2,Aug,Czech Republic,El Bayadh Province,Râs el Oued,32112.0817700887
Product 2,Aug,Czech Republic,El Bayadh Province,Aïn Bessem,45067.01043883648
Product 2,Aug,Denmark,El Bayadh Province,Bouïra,44570.7676597727
Product 2,Aug,Denmark,El Oued Province,Chorfa,38052.671290285696
Product 2,Aug,Denmark,El Oued Province,Draa el Mizan,23300.21619691795
Product 2,Aug,Denmark,El Oued Province,Lakhdaria,25891.40777417029
Product 2,Aug,Denmark,El Tarf Province,Sour el Ghozlane,10539.104060901767
Product 2,Aug,Djibouti,El Tarf Province,Arbatache,24802.58115939366
Product 2,Aug,Djibouti,El Tarf Province,Beni Amrane,45942.04683950254
Product 2,Aug,Djibouti,Ghardaïa Province,Boudouaou,14531.156759763402
Product 2,Aug,Djibouti,Ghardaïa Province,Boumerdas,48249.90378246865
Product 2,Aug,Djibouti,Ghardaïa Province,Chabet el Ameur,47841.50614986304
Product 2,Aug,Dominica,Guelma Province,Dellys,33002.86561898995
Product 2,Aug,Dominica,Guelma Province,Khemis el Khechna,33996.49631888133
Product 2,Aug,Dominica,Guelma Province,Makouda,48848.66626743096
Product 2,Aug,Dominica,Illizi Province,Naciria,43129.29898621872
Product 2,Sep,Dominica,Illizi Province,Ouled Moussa,40621.18982786215
Product 2,Sep,Dominican Republic,Illizi Province,Reghaïa,26182.224787505274
Product 2,Sep,Dominican Republic,Jijel Province,Tadmaït,34644.93856379953
Product 2,Sep,Dominican Republic,Jijel Province,Thenia,14254.087871796566
Product 2,Sep,Dominican Republic,Jijel Province,Tizi Gheniff,18878.413388386627
Product 2,Sep,Dominican Republic,Khenchela Province,Abou el Hassan,28457.53352354565
Product 2,Sep,East Timor,Khenchela Province,Boukadir,16031.913592049215
Product 2,Sep,East Timor,Khenchela Province,Chlef,10791.405025989106
Product 2,Sep,East Timor,Laghouat Province,Ech Chettia,41004.62519002094
Product 2,Sep,East Timor,Laghouat Province,Oued Fodda,35716.555933135794
Product 2,Sep,East Timor,Laghouat Province,Oued Sly,27593.017591289958
Product 2,Sep,Ecuador,M'Sila Province,Sidi Akkacha,24940.889040637114
Product 2,Sep,Ecuador,M'Sila Province,Aïn Smara,44783.54000190446
Product 2,Sep,Ecuador,M'Sila Province,’Aïn Abid,23500.837772399376
Product 2,Sep,Ecuador,Mascara Province,Constantine,22096.8255839001
Product 2,Sep,Ecuador,Mascara Province,Didouche Mourad,24032.85321806259
Product 2,Sep,Egypt,Mascara Province,El Khroub,38642.40621594219
Product 2,Sep,Egypt,Médéa Province,Hamma Bouziane,39708.55887549675
Product 2,Sep,Egypt,Médéa Province,Aïn Oussera,34445.23531614628
Product 2,Sep,Egypt,Médéa Province,’Aïn el Bell,48872.2687199009
Product 2,Sep,Egypt,Mila Province,Birine,39097.91768906433
Product 2,Sep,El Salvador,Mila Province,Charef,33996.75688833876
Product 2,Sep,El Salvador,Mila Province,Dar Chioukh,44727.30637713063
Product 2,Sep,El Salvador,Mostaganem Province,Djelfa,48988.401937425624
Product 2,Sep,El Salvador,Mostaganem Province,El Idrissia,36646.249473366974
Product 2,Sep,El Salvador,Mostaganem Province,Messaad,27850.43348805159
Product 2,Sep,Equatorial Guinea,Naama Province,Brezina,37706.313503270256
Product 2,Sep,Equatorial Guinea,Naama Province,El Abiodh Sidi Cheikh,15654.185417462293
Product 2,Sep,Equatorial Guinea,Naama Province,El Bayadh,16390.21537016629
Product 2,Sep,Equatorial Guinea,Oran Province,Debila,16544.41903098003
Product 2,Sep,Equatorial Guinea,Oran Province,El Oued,12234.869245192953
Product 2,Sep,Eritrea,Oran Province,Reguiba,35017.20069373377
Product 2,Sep,Eritrea,Ouargla Province,Robbah,32551.42214894845
Product 2,Sep,Eritrea,Ouargla Province,Ben Mehidi,44936.356148547275
Product 2,Sep,Eritrea,Ouargla Province,Besbes,15113.567902420968
Product 2,Sep,Eritrea,Oum El Bouaghi Province,El Kala,22140.537126359377
Product 2,Sep,Estonia,Oum El Bouaghi Province,El Tarf,26577.924460764538
Product 2,Sep,Estonia,Oum El Bouaghi Province,Berriane,46560.97444150868
Product 2,Oct,Estonia,Relizane Province,Ghardaïa,20881.204879598998
Product 2,Oct,Estonia,Relizane Province,Metlili Chaamba,36391.9487562552
Product 2,Oct,Estonia,Relizane Province,Boumahra Ahmed,12130.087404193093
Product 2,Oct,Ethiopia,Saïda Province,Guelma,43184.6400943625
Product 2,Oct,Ethiopia,Saïda Province,Héliopolis,15017.620920968504
Product 2,Oct,Ethiopia,Saïda Province,Illizi,36309.728189849375
Product 2,Oct,Ethiopia,Sétif Province,Jijel,21921.63102955651
Product 2,Oct,Ethiopia,Sétif Province,Khenchela,36203.38929398019
Product 2,Oct,Falkland Islands,Sétif Province,Aflou,49821.04606887978
Product 2,Oct,Falkland Islands,Skikda Province,Laghouat,43149.85038648034
Product 2,Oct,Falkland Islands,Skikda Province,‘Aïn el Hadjel,12933.503431388322
Product 2,Oct,Falkland Islands,Skikda Province,’Aïn el Melh,16575.390861043412
Product 2,Oct,Falkland Islands,Souk Ahras Province,M’Sila,35375.74618955453
Product 2,Oct,Faroe Islands,Souk Ahras Province,Sidi Aïssa,16785.84709824273
Product 2,Oct,Faroe Islands,Souk Ahras Province,Bou Hanifia el Hamamat,13098.72371728952
Product 2,Oct,Faroe Islands,Tamanghasset Province,Mascara,38063.86379651614
Product 2,Oct,Faroe Islands,Tamanghasset Province,Oued el Abtal,42660.26121415294
Product 2,Oct,Faroe Islands,Tamanghasset Province,Sig,19235.95963794971
Product 2,Oct,Fiji Islands,Tébessa Province,’Aïn Boucif,29322.881191701454
Product 2,Oct,Fiji Islands,Tébessa Province,Berrouaghia,44793.707744251325
Product 2,Oct,Fiji Islands,Tébessa Province,Ksar el Boukhari,24335.761261695356
Product 2,Oct,Fiji Islands,Tiaret Province,Médéa,29602.203352687095
Product 2,Oct,Fiji Islands,Tiaret Province,Chelghoum el Aïd,29643.667141449132
Product 2,Oct,Finland,Tiaret Province,Mila,11865.357888187145
Product 2,Oct,Finland,Tindouf Province,Rouached,42903.22184388319
Product 2,Oct,Finland,Tindouf Province,Sidi Mérouane,19699.075269911955
